0,4.91630122362947e-06
1,4.212765948938322e-06
2,4.223404506284342e-06
3,4.2401467015677e-06
4,4.261450678960625e-06
5,4.289388137608767e-06
6,4.32289390577603e-06
7,4.3608479724086195e-06
8,4.405019331169072e-06
9,4.454584062272813e-06
10,4.5092418848833536e-06
11,4.5702718772345405e-06
12,4.638627419784087e-06
13,4.710799725943984e-06
14,4.789086010902707e-06
15,4.871742385268865e-06
16,4.9589812627340086e-06
17,5.049342958059671e-06
18,5.143383307990734e-06
19,5.2385703891406415e-06
20,5.335769973654834e-06
21,5.435360678783594e-06
22,5.534385858708754e-06
23,5.633081542393912e-06
24,5.731426045153112e-06
25,5.828659489744025e-06
26,5.92392850217097e-06
27,6.0178544935496545e-06
28,6.1096184789342115e-06
29,6.20151719891146e-06
30,6.292032238130216e-06
31,6.3808282795925e-06
32,6.466618872313662e-06
33,6.550970433964892e-06
34,6.635352846443554e-06
35,6.720056456454227e-06
36,6.803551259330187e-06
37,6.885957273553972e-06
38,6.968763432527067e-06
39,7.049981042629562e-06
40,7.131967026993239e-06
41,7.215361118314205e-06
42,7.298583258373834e-06
43,7.383546699584261e-06
44,7.468640635296444e-06
45,7.554520844153422e-06
46,7.640517667728326e-06
47,7.727401712652018e-06
48,7.81420050903301e-06
49,7.903808029738243e-06
